signal_type,detected_at,lead_type,lead_key,person_name,person_linkedin_url,headline,company_name,company_linkedin_url,company_website,company_domain,source_url,evidence,metadata_json
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAFZMJNYBR0aWd_--q4kt-Uuv4MgsnWZ6Fk4,Srivathsa G,https://linkedin.com/in/ACoAAFZMJNYBR0aWd_--q4kt-Uuv4MgsnWZ6Fk4,"AI Automation Specialist @ Dare Network | I help businesses automate and scale using AI infrastructure, intelligent agents, and AI custom systems",,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""4h""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAADRNw_8BrhLAq7tHCGw6S6b82cRUvVeASEY,Naveed Ali,https://linkedin.com/in/ACoAADRNw_8BrhLAq7tHCGw6S6b82cRUvVeASEY,Senior AI Consultant at BenAI,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""4h""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAA3-fMQB6S3j9iJ_7dbTksYPNiHPm6rg72I,Mehdi Yari,https://linkedin.com/in/ACoAAA3-fMQB6S3j9iJ_7dbTksYPNiHPm6rg72I,"AI Consultant | Builder | AI Scientist | Design, build and implement Machine learning and language model products | AI/ML/ NLP | PhD | DM for consulting",,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""4h""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAACa88N4BjXegIBiVBP4hEDscUvDJiJqetag,Shambaditya Mukherjee,https://linkedin.com/in/ACoAACa88N4BjXegIBiVBP4hEDscUvDJiJqetag,GTM Engineer @GenPage | Helping EU SMEs Scale Operations Smarter with AI |,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""4h""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAEBLjRoBa8Qv-k8HrgPOEaD3HyN-V99xQKY,Shardul Rajhans,https://linkedin.com/in/ACoAAEBLjRoBa8Qv-k8HrgPOEaD3HyN-V99xQKY,Designing AI-Driven Automation Systems for Scalable E-commerce Brands.,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""4h""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAC9qI8kBP0zHCZGjEH9klsreHIpWikao7tE,Oskar Johnston,https://linkedin.com/in/ACoAAC9qI8kBP0zHCZGjEH9klsreHIpWikao7tE,I Help Professionals Use AI Better Than 99% | Founder @ Ben AI,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2d""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAAFtqOAByBg8ffmwp1-sfzlOwqy-E_V5AWY,Sankarnarayan R,https://linkedin.com/in/ACoAAAFtqOAByBg8ffmwp1-sfzlOwqy-E_V5AWY,"Helping Businesses Scale with White-Label Web, AI & Automation, Partner for Digital Agencies | Founder, ColorWhistle",,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2d""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAC-sm2MBqEKr7wvhhWkwLyhKiaG-OHn5kfE,Lívia Cândido,https://linkedin.com/in/ACoAAC-sm2MBqEKr7wvhhWkwLyhKiaG-OHn5kfE,"Partner, Amorim Global | International Investments & Tax | M.Sc. Candidate in Business Law",,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2d""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAA5JuWEBXefkbc0uwSi2jmi92Cie8o02pAI,Wouter van den Bijgaart,https://linkedin.com/in/ACoAAA5JuWEBXefkbc0uwSi2jmi92Cie8o02pAI,From AI agent to Hive Mind. Company Second Brains for scale-ups that want to multiply their A-players.,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2d""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAApegvQBKPJ8M25bytGpWme7pmHL9xwX2hg,William Jing Wen Siew,https://linkedin.com/in/ACoAAApegvQBKPJ8M25bytGpWme7pmHL9xwX2hg,"An AI product and transformation strategist leading human-AI capability, product adoption, and responsible organisational change.",,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2d""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAACQRig0BEVZGTv4j5_hYdb1eKePYkmm-FZo,Maarten Verstraten,https://linkedin.com/in/ACoAACQRig0BEVZGTv4j5_hYdb1eKePYkmm-FZo,"Founder @ YouLynq.me | Magnetic networking | LinkedIn is not a sales channel, it’s a networking platform | Guiding my team to success in life | Extreme sports and adventure lover",,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2d""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAABW5gUwBK6Etm4OshsxWBtNtU1c3ANqSml4,Jorrit van Ginkel,https://linkedin.com/in/ACoAABW5gUwBK6Etm4OshsxWBtNtU1c3ANqSml4,Every LinkedIn signal sorted into 1 inbox | Building Ziplined.io,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2d""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAEPAmLQB7nrtNh6D8FZSbLnEDS2xQ8D-OcI,Nolan Prayagsing,https://linkedin.com/in/ACoAAEPAmLQB7nrtNh6D8FZSbLnEDS2xQ8D-OcI,Tu perds de l’argent chaque jour car tes chantiers ne sont pas suivis correctement | Fondateur Optialys | Ateliers & services haut de gamme,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2d""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAFLPnS4BIRdvEhzfX4l9Rv0s9WiRjCh_9Y8,Preet Patra,https://linkedin.com/in/ACoAAFLPnS4BIRdvEhzfX4l9Rv0s9WiRjCh_9Y8,I help marketing agency founders solve manual ops with AI systems.,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2d""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAABqBUxQBqTNf8j1xUr0IsNDGBpmYN5IF6VA,"Logan Walder, CPA",https://linkedin.com/in/ACoAABqBUxQBqTNf8j1xUr0IsNDGBpmYN5IF6VA,Transaction Advisory Manager at Stella Growth Partners,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2d""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAABe5rZABbPchBEKH58DYo_23fipEzWo72JE,"Max Ghadri, M.Sc.",https://linkedin.com/in/ACoAABe5rZABbPchBEKH58DYo_23fipEzWo72JE,AI Scientist | M.Sc. Mechanical Engineering | Numerical Simulation Methods,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2w""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAESk4NYBjwhNy2npgl3JT4obsnqm-BD_nx0,Antoine Conticello Fund,https://linkedin.com/in/ACoAAESk4NYBjwhNy2npgl3JT4obsnqm-BD_nx0,Marketing & Growth,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2w""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAAYuN1MBaU-AZIGEred3I7rW-_VBrsvnAT4,Ajay Pradeep S R,https://linkedin.com/in/ACoAAAYuN1MBaU-AZIGEred3I7rW-_VBrsvnAT4,Founder at AJ Ventures,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2w""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAEpKEXwBRl8HOAtYYPzRUrqGVfn3beJsyTk,Yazan Akili,https://linkedin.com/in/ACoAAEpKEXwBRl8HOAtYYPzRUrqGVfn3beJsyTk,I build automation systems for marketing agencies that eliminate manual work → N8N · Airtable · Supabase | Video content specialist,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2w""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAA5z_DUBp1liEV4w-p-8FfA1sQ1wWUvNaqA,Chris Dunne,https://linkedin.com/in/ACoAAA5z_DUBp1liEV4w-p-8FfA1sQ1wWUvNaqA,SEO and AI Search Specialist | Content Strategist | CIM Qualified,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2w""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAAAHJzlABWNFVAWwT0nyn0s43-W9VFl4rgYM,Michael Nulty,https://linkedin.com/in/ACoAAAHJzlABWNFVAWwT0nyn0s43-W9VFl4rgYM,Helping companies get the most out of ServiceNow,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2w""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAADDKoF0BasEASUBOe1ecm0kBQ2ng-763Xuw,Adrita Mahata,https://linkedin.com/in/ACoAADDKoF0BasEASUBOe1ecm0kBQ2ng-763Xuw,A temporary pattern of consciousness pretending to be ‘Adrita.’ Building AI that automates the jobs we created to avoid asking what we’re actually for.,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2w""}"
competitor_reaction,2026-06-20T14:44:05.194980+00:00,person,person:https://linkedin.com/in/ACoAADoV6jwB0HtE5dKJcFl6Axu0Njpnz6r3Xkg,Yaroslav Prokhorovych,https://linkedin.com/in/ACoAADoV6jwB0HtE5dKJcFl6Axu0Njpnz6r3Xkg,We build AI that unlocks real freedom.,,,,,https://linkedin.com/in/benvansprundel/recent-activity/all,Reacted to Ben van Sprundel's LinkedIn post.,"{""comment_age"": """", ""competitor_name"": ""Ben van Sprundel"", ""competitor_profile_url"": ""https://www.linkedin.com/in/benvansprundel"", ""reaction_type"": ""any"", ""source_post_age"": ""2w""}"
technology_integration_opportunity,2026-06-20T15:03:01.150168+00:00,company,company:deliverables.ai,,,,deliverables.ai,,,deliverables.ai,https://deliverables.ai,"Detected technologies: HubSpot, Calendly, Apollo, Google Analytics, LinkedIn Insight, Amplitude, Next.js, Netlify","{""homepage_status"": ""200"", ""integration_opportunity"": ""Check APIs, webhooks, native integrations, n8n, and Zapier between the detected tools. Do not claim they are disconnected."", ""technologies"": ""HubSpot, Calendly, Apollo, Google Analytics, LinkedIn Insight, Amplitude, Next.js, Netlify""}"
manual_process_job_posting,,company,company-name:decisionpoint corporation,,,,DecisionPoint Corporation,,,,https://linkedin.com/jobs/view/4431306955,"maintain reports, maintaining records, task coordination, follow-ups, schedule meetings, administrative duties","{""evidence_phrases"": [""maintain reports"", ""maintaining records"", ""task coordination"", ""follow-ups"", ""schedule meetings"", ""administrative duties""], ""job_id"": ""4431306955"", ""job_title"": ""Operations Manager""}"
pipeline_engine_hiring_intent,2026-06-22T10:54:14.507991+00:00,company,job:4429112775,,,,Kyriba,https://www.linkedin.com/company/kyriba/,https://www.kyriba.com/,kyriba.com,https://linkedin.com/jobs/view/4429112775,Kyriba is actively hiring a Business Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""evidence_terms"": [""cold calling"", ""outbound"", ""prospecting"", ""salesforce""], ""intent_score"": 100, ""job_id"": ""4429112775"", ""job_title"": ""Business Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T10:54:14.507991+00:00,company,job:4391160446,,,,FloQast,https://www.linkedin.com/company/floqast/,http://www.floqast.com/,floqast.com,https://linkedin.com/jobs/view/4391160446,FloQast is actively hiring a Business Development Representative (Audit/Accounting Experience). The role indicates current investment in outbound or pipeline capacity.,"{""evidence_terms"": [""cold calling"", ""outbound"", ""prospecting"", ""salesforce""], ""intent_score"": 100, ""job_id"": ""4391160446"", ""job_title"": ""Business Development Representative (Audit/Accounting Experience)"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T10:54:14.507991+00:00,company,job:4431673542,,,,Synthetic Users,https://www.linkedin.com/company/syntheticusers/,https://www.syntheticusers.com/,syntheticusers.com,https://linkedin.com/jobs/view/4431673542,Synthetic Users is actively hiring a Sales Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""evidence_terms"": [""outbound"", ""sales development""], ""intent_score"": 100, ""job_id"": ""4431673542"", ""job_title"": ""Sales Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T10:54:14.507991+00:00,company,job:4371300864,,,,Granola,https://www.linkedin.com/company/meetgranola/,https://go.granola.so/MXkGRGS,go.granola.so,https://linkedin.com/jobs/view/4371300864,Granola is actively hiring a Sales Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""evidence_terms"": [""outbound"", ""salesforce"", ""sales development""], ""intent_score"": 100, ""job_id"": ""4371300864"", ""job_title"": ""Sales Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T10:54:14.507991+00:00,company,job:4326546631,,,,Applied Systems,https://www.linkedin.com/company/applied-systems/,https://www1.appliedsystems.com/en-us,www1.appliedsystems.com,https://linkedin.com/jobs/view/4326546631,Applied Systems is actively hiring an Associate Business Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""evidence_terms"": [""lead generation"", ""salesforce""], ""intent_score"": 100, ""job_id"": ""4326546631"", ""job_title"": ""Associate Business Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T10:54:14.507991+00:00,company,job:4416576698,,,,Actuate,https://www.linkedin.com/company/actuate-iot/,http://www.actuateiot.com/,actuateiot.com,https://linkedin.com/jobs/view/4416576698,Actuate is actively hiring a Business Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""evidence_terms"": [""outbound"", ""prospecting"", ""crm"", ""hubspot"", ""sales development""], ""intent_score"": 100, ""job_id"": ""4416576698"", ""job_title"": ""Business Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T10:54:14.507991+00:00,company,job:4430374863,,,,Berkeley Industrial Engineering & Operations Research,https://www.linkedin.com/company/berkeley-ieor/,https://ieor.berkeley.edu/,ieor.berkeley.edu,https://linkedin.com/jobs/view/4430374863,Berkeley Industrial Engineering & Operations Research is actively hiring an Entry Level Business Development Representative at Strategic Marketing. The role indicates current investment in outbound or pipeline capacity.,"{""evidence_terms"": [], ""intent_score"": 100, ""job_id"": ""4430374863"", ""job_title"": ""Entry Level Business Development Representative at Strategic Marketing"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
